IdATM	Статус	Год	Дата последней задачи	Банкомат/ИПТ--Снятие системного блока на ремонт	Программное обеспечение--OFFLINE. Требуется перезагрузка	Программное обеспечение--Завис. Требуется перезагрузка.	Программное обеспечение--Переустановка банкоматного ПО	Программное обеспечение--Требуется проверка сист. блока	Cerber--Гарантийный ремонт.	Cerber--требуется включить	Detwig--N\A	Detwig--N\A. Требуется перезагрузить АТМ	Detwig--Переустановка	Депозит--Готов к подкреплению	Депозит--Разгружен	Депозит--Сбой	Депозит--Сбой. Замятие. Требуется инкассация	Депозит--Сбой. Кассета переполнена. Требуется инкассация	Депозит--Сбой. Требуется перезагрузка по питанию	Депозит--Требуется инкассация	Депозит--Требуется проинкассировать в связи с вывозом	Депозит--Требуется разгрузить. Оставить сейф открытым.	Диспенсер--Готов к подкреплению	Диспенсер--Готов к подкреплению с покупюрным снятием.	Диспенсер--Закончились деньги в кассетах	Диспенсер--Профилактика	Диспенсер--Разгружен	Диспенсер--Разгружен аварийно	Диспенсер--Разгружен в связи с перемещением	Диспенсер--Разгружен в связи со сбоем диспенсера	Диспенсер--Разгружен в связи со сбоем кассет	Диспенсер--Сбой	Диспенсер--Сбой. Инкассация с подкреплением.	Диспенсер--Сбой. Требуется тех. выезд инженера.	Диспенсер--Сбой. Требуется тех.выезд инкассаторов. При необходимости разгрузить.	Банкомат/ИПТ--Требуется замена ИБП	Картридер--Замена устройства	Картридер--Захват карты	Картридер--Профилактика	Картридер--Сбой	Картридер--Требуется ремонт	Клавиатура EPP--Замена устройства	Клавиатура EPP--Профилактика	Клавиатура EPP--Сбой	Клавиатура FDK--Замена устройства	Клавиатура FDK--Профилактика	Комм. Оборудование--OFFLINE	Комм. Оборудование--OFFLINE. Требуется перезагрузка	Комм. Оборудование--Замена устройства	Монитор--Проверка работоспособности	Монитор--Требуется замена	ППОБ (Плановая профилактика)--Готов к подкреплению	ППОБ (Плановая профилактика)--Разгружен	ППОБ (Плановая профилактика)--Требуется разгрузка (замки перевести на инженерные)	Считыватель ТК--OFFLINE	Считыватель ТК--Замена устройства	Считыватель ТК--Профилактика	Считыватель ТК--Сбой	Считыватель ТК--Установка	Чековый принтер--Замена расходных материалов. Закончилась бумага	Чековый принтер--Замена расходных материалов. Мало бумаги	Чековый принтер--Замена устройства	Чековый принтер--Профилактика	Чековый принтер--Ремонт	Чековый принтер--Сбой	Банкомат/ИПТ--Проверка работоспособности	Банкомат/ИПТ--требуется ремонт кассет	Банкомат/ИПТ--Ремонт замка	Депозит--Сбой.Необходимо сбросить ошибку.	Банкомат/ИПТ--Не работает сканер штрих-кодов, требуется проверка	Депозит--Разгружен. Требуется замена купюроприемника	Банкомат/ИПТ--Ошибка по журнальному принтеру	Время просрочки, ч
512	Снят	2019	25.05.2020	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	1	3	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	#Н/Д
513	Снят	2019	21.05.2019	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4,1
516	Снят	2019	10.07.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	38,5
517	Снят	2019	17.01.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#Н/Д
520	Работает	2019	31.12.2020	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	18,0
521	Снят	2019	12.08.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21,7
526	Снят	2019	06.05.2019	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	380,4
527	Снят	2019	20.12.2019	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	4	2	4	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	2	4	0	0	0	0	0	0	0	127,4
528	Снят	2019	23.07.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30,6
537	Снят	2019	03.06.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	167,2
538	Снят	2019	15.04.2019	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3,2
544	Снят	2019	27.06.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	37,3
545	Снят	2019	19.03.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#Н/Д
546	Снят	2019	01.06.2020	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	1	0	3	0	1	2	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	11,1
550	Снят	2019	26.06.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	32,5
552	Снят	2019	13.02.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13,9
555	Работает	2019	20.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	114,1
557	Снят	2019	19.02.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20,5
558	Работает	2019	16.02.2021	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	4	0	1	0	1	2	1	1	0	1	2	0	0	1	1	0	0	0	0	4	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	116,5
559	Снят	2019	03.07.2019	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4,0
561	Работает	2019	25.02.2021	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	4	0	1	1	0	2	0	0	2	0	0	3	0	1	1	0	0	0	0	0	4	0	0	0	0	1	1	1	2	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	65,2
562	Снят	2019	21.05.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	28,7
566	Снят	2019	26.11.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	11,1
567	Снят	2019	11.07.2019	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	67,8
568	Снят	2019	15.05.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	#Н/Д
569	Снят	2019	26.09.2019	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27,0
570	Работает	2019	25.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	2	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	79,0
571	Снят	2019	21.05.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	34,8
573	Снят	2019	25.09.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5,0
575	Снят	2019	12.12.2019	0	1	0	1	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	6	0	4	0	5	0	0	3	0	2	2	1	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	992,9
581	Снят	2019	24.01.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,8
583	Снят	2019	21.05.2019	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	65,8
584	Снят	2019	20.11.2019	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	9	0	0	0	0	0	0	0	42,3
585	Снят	2019	16.01.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,7
586	Снят	2019	25.06.2019	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7,2
587	Снят	2019	24.01.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,9
588	Снят	2019	26.01.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30,8
590	Снят	2019	10.10.2019	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	430,0
595	Снят	2019	15.05.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	66,2
596	Снят	2019	05.02.2020	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89,7
600	Работает	2019	23.02.2021	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30,4
607	Работает	2019	09.02.2021	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	131,7
608	Снят	2019	06.06.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60,5
610	Снят	2019	21.08.2019	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13,1
614	Работает	2019	11.02.2021	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	2	0	0	0	0	0	3	0	2	0	0	0	0	0	0	2	0	2	0	0	1	1	1	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	72,6
615	Снят	2019	16.08.2019	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	1	1	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6,2
620	Снят	2019	25.12.2019	1	8	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	2	0	2	2	0	0	0	0	0	0	1	0	2	0	0	164	1	2	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	247,3
622	Работает	2019	20.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	9	2	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	40,6
625	Снят	2019	22.04.2020	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	0	0	0	0	0	1	22	0	5	1	0	0	1	0	0	23	1	1	0	0	1	1	0	5	0	0	0	0	0	7	1	0	1	19	0	0	0	0	0	0	0	129,3
626	Снят	2019	29.08.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	13	0	0	0	0	0	0	0	21,5
627	Снят	2019	24.09.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	10	0	0	0	4	0	0	0	0	0	0	0	50,9
628	Работает	2019	09.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	0	8	0	0	0	0	0	0	0	62,7
630	Работает	2019	24.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1	2	0	0	2	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	53,5
631	Снят	2019	17.04.2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	121,3
646	Снят	2019	24.07.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0,1
647	Работает	2019	24.02.2021	0	6	0	0	0	0	0	0	0	0	0	1	19	1	1	0	0	0	0	3	0	1	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	208,8
651	Снят	2019	28.11.2019	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	1	0	0	4	2	0	0	0	0	3	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	14,0
652	Снят	2019	10.12.2019	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	44,2
658	Снят	2019	21.05.2019	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	#Н/Д
662	Снят	2019	18.06.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#Н/Д
663	Работает	2019	26.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	2	1	1	0	1	2	0	0	12	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	6	0	0	0	0	0	0	0	57,6
670	Снят	2019	21.11.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	5	1	0	0	9	0	0	0	0	0	0	0	74,3
673	Работает	2019	25.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	3,9
675	Работает	2019	23.02.2021	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10,5
679	Снят	2019	06.06.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,4
680	Снят	2019	14.01.2020	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	4	0	2	0	0	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	46,5
685	Работает	2019	25.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	1	0	2	1	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	4	0	0	0	11	0	0	0	0	0	0	0	#Н/Д
687	Снят	2019	18.06.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	41,4
690	Работает	2019	24.02.2021	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105,5
691	Работает	2019	23.02.2021	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	2	0	0	2	0	8	2	3	3	0	0	0	0	0	0	2	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	47,2
692	Работает	2019	25.02.2021	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11,2
693	Снят	2019	02.11.2020	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	3	1	2	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	93,8
700	Работает	2019	24.02.2021	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	65,2
701	Работает	2019	05.02.2021	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	0	0	0	0	0	0	0	19,3
702	Работает	2019	23.02.2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	11	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	57,4
703	Снят	2019	19.02.2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	63,3
705	Работает	2019	15.02.2021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	11,3
706	Снят	2019	02.10.2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	1	0	4	3	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31,3
707	Снят	2019	27.10.2020	0	5	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	0	0	0	2	1	0	1	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174,8
